"workflow","process","task_hash","a_MB","c_MB","M_MB"
"minimap2_audit_nf","GENERATE_WINDOW_READS","16bd62c840b2f8d35338519f2dcc58e5","4.2","7.881136894226074","20.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","16c3c5ee5f059b8b97d6a5e79b8c4eb3","4.2","7.57511043548584","18.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","16df7fe2ec1856011d5a2551589fac00","4.2","7.505675315856934","18.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","16ee0f93ff3747a600f0e73bf591482f","4.2","7.544532775878906","18.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","172e6b7bb28867de6cc4d1b4ebc957e6","4.2","7.697609901428223","17.9"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1745ca0fdccb18a50e76bd553d8fb9a8","4.2","7.656866073608398","18.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","17540fecc4a89bc64d8772c00846be1a","4.2","7.445111274719238","17.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","177b718e8af27e3e1c96c1abbdeab5be","4.2","7.875328063964844","3.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","177c3d69a4417cab62584538275084fd","4.2","7.824493408203125","19.6"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1781a8e68e0cb5c12177777cb9b400f6","4.2","7.823962211608887","19.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","17c7504a145c80ea4e7570090df1ce72","4.2","7.505073547363281","18.5"
"minimap2_audit_nf","GENERATE_WINDOW_READS","17cc883df5055c0f7b8524853ec164b3","4.2","7.855328559875488","18.7"
"minimap2_audit_nf","GENERATE_WINDOW_READS","17f360e4034d45dbdd15b282f510e369","4.2","7.619180679321289","14.8"
"minimap2_audit_nf","GENERATE_WINDOW_READS","180752e96eba4f47033ebef41334e3ad","4.2","7.713342666625977","15.6"
"minimap2_audit_nf","GENERATE_WINDOW_READS","187d5a510234b31f08fbf7823e00561c","4.2","7.87760066986084","20.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","18ca4b0fe6b2fb683816da5922286e36","4.2","7.87049674987793","20.2"
"minimap2_audit_nf","GENERATE_WINDOW_READS","18d1a249c3da323fa6b41023dd710662","4.2","7.473122596740723","17.9"
"minimap2_audit_nf","GENERATE_WINDOW_READS","18e7d3d150f518d08e9da8351e121233","4.2","7.828462600708008","19.3"
